id,question1_en,question2_en,question2_fr,is_duplicate
925,How can homeopathic medicine not have side-effects?,What are the side effects of homeopathic medicines?,Quels sont les effets secondaires des médicaments homéopathiques?,0
926,How do you determine what's a good investment brokerage and what's not?,Which is best music player under 5000 inr?,Quel est le meilleur lecteur de musique de moins de 5000 pouces?,0
927,What is the scope of supply chain management in India?,"What is the future scope for procurement, logistics, operations and supply chain management?","Quelle est la portée future de l'approvisionnement, de la logistique, des opérations et de la gestion de la chaîne d'approvisionnement?",0
928,Are the number of pistons equal to number of number of cylinders?,How do I join WikiLeaks?,Comment puis-je rejoindre WikiLeaks?,0
929,Should you post picture on social media?,Should you post pictures on social media?,Si vous publiez des photos sur les réseaux sociaux?,1
930,Can we control our actions in a dream?,Can we control our dreams? Can we dream what we wanna dream about?,Pouvons-nous contrôler nos rêves? Pouvons-nous rêver de ce que nous voulons rêver?,1
931,How did you managed long distance relationship?,How can long distance relationships be successful?,Comment les relations à distance peuvent-elles réussir?,0
932,What are the chances that I could just ask a rich person for a million dollars and actually have them give it to me?,I'm 26 and just hit 4 million dollars. I'm shooting for 40 by 35. Am I wrong thinking that living in the most expensive area of the country will give me better opportunities?,J'ai 26 ans et je viens de toucher 4 millions de dollars. Je tire pour 40 par 35. Est-ce que je me trompe en pensant que vivre dans la zone la plus chère du pays me donnera de meilleures opportunités?,0
933,What happened to Hong Kong movies and TV drama? Why did they decline so much?,Will British citizens be allowed to move to the EU and live there after Brexit happens?,Les citoyens britanniques seront-ils autorisés à déménager dans l'UE et y vivre après le Brexit?,0
934,Did Trump win the election?,Does Donald Trump have any chance of winning the forthcoming election?,Donald Trump at-il une chance de gagner les prochaines élections?,1
935,What are the best wallpaper apps for iPhones?,What's the best iPhone wallpaper?,Quel est le meilleur fond d'écran d'iPhone?,0
936,"How do I deactivate the app ""App Lock""?",How do I recover the photos in app lock vault in an Android mobile?,Comment récupérer les photos dans le verrou de l'application dans un mobile Android?,0
937,In what format should I send book for printing?,Online test centers business?,Les centres de test en ligne?,0
938,Why does the caste system still exist in India?,Why does the caste system exist in India even after 7 decades of Independence?,"Pourquoi le système de castes existe-t-il en Inde, même après sept décennies d'indépendance?",1
939,How do I get a boyfriend for age 13?,How can I get a boyfriend at age 13?,Comment puis-je avoir un petit ami à 13 ans?,1
940,What is rank at 550 marks in NEET 2016?,What will be my rank in NEET 2016 if my marks is 391?,Quel sera mon rang dans NEET 2016 si mes notes sont 391?,0
941,Is the dynamic/flexi-pricing harsh on middle class people?,SEO or SMO which help to get more business?,SEO ou SMO qui aident à avoir plus de business?,0
942,Can I overdraft my Wells Fargo account?,What is Wells Fargo's overdraft policy?,Quelle est la politique de découvert de Wells Fargo?,0
943,What are some new marketing techniques for language schools?,What are marketing techniques for language schools?,Quelles sont les techniques de marketing pour les écoles de langues?,1
944,How much do olympic gold medalists earn?,How much does an Olympic gold medalist earn in China?,Combien gagne un médaillé d'or olympique en Chine?,0
945,What are the easy ways to earn money online?,How can I earn money on internet?,Comment puis-je gagner de l'argent sur internet?,1
946,What is reactance in a capacitor?,What is the reason behind the reactance of a capacitor?,Quelle est la raison de la réactance d'un condensateur?,1
947,Is it true that the cost of living in SV and the Bay Area is so high that new grads making 150k+ have a hard time finding affordable housing?,Does Amazon.com reduce the cost of living in high-cost-of-living areas like Silicon Valley?,"Amazon.com réduit-il le coût de la vie dans des zones où le coût de la vie est élevé, comme la Silicon Valley?",0
948,What's the best school in the world?,What are the best schools in the world to study cinema?,Quelles sont les meilleures écoles du monde pour étudier le cinéma?,0
949,Why is Saltwater taffy candy imported in Australia?,Why is saltwater taffy candy imported in Austria?,Pourquoi les bonbons à la tire d'eau salée sont-ils importés en Autriche?,1
950,What is value of 0?,Why does zero factorial (0!) equal one (1)?,Pourquoi zéro factoriel (0!) Est-il égal à un (1)?,0
951,Which are the best part-time jobs to do in Bangalore?,What are the best part time jobs we can do in Bangalore?,Quels sont les meilleurs emplois à temps partiel que nous pouvons faire à Bangalore?,1
952,How do I become an attractive girl?,How do you become pretty/attractive?,Comment deviens-tu jolie / attirante?,1
953,What are some of the best music albums ever?,What is regarded as the best music album?,Qu'est-ce qui est considéré comme le meilleur album de musique?,1
954,"Realistically speaking, what would happen to the USA if Donald Trump wins Presidency in the 2016 elections?",Why is Donald Trump supported so much? What will happen if he wins the election?,Pourquoi Donald Trump est-il tellement soutenu? Que se passera-t-il s'il gagne l'élection?,1
955,What are symptoms of autism in kids?,What are the symptoms of autism in girls?,Quels sont les symptômes de l'autisme chez les filles?,0
956,What's it like to be a non-smoking mother of smoking children?,What's it like to be non-smoking mother of the smoking children?,Qu'est-ce que ça fait d'être mère non-fumeur des enfants fumeurs?,1
957,What is life without dreams?,Is life a dream or reality?,La vie est-elle un rêve ou une réalité?,0
958,"How comfortably can I live in Washington DC on a $80,000 salary?","Can I live comfortably in DC on $80,000 - $114,000 salary?",Puis-je vivre confortablement à DC avec un salaire de 80 000 $ à 114 000 $?,1
959,How do you find out if a girl has a boyfriend?,How do I tell if a girl has a boyfriend?,Comment savoir si une fille a un petit ami?,1
960,What are health benefits of red lentils?,What are the benefits of eating avocado?,Quels sont les avantages de manger de l'avocat?,0
961,What are some math related working models for class 10th?,How can I make a working model on maths?,Comment puis-je créer un modèle de travail sur les mathématiques?,0
962,How could I gain weight in a healthy way?,How can I gain healthy weight and mass?,Comment puis-je gagner du poids et de la masse?,1
963,What kind of animal did this?,What kind of animal are you?,quel genre d'animal êtes-vous?,0
964,How does Anil Ambani benefit from Rafel fighter jet deal?,What is bought more online?,Qu'est-ce qui est acheté plus en ligne?,0
965,Is YouTube Red's offline feature as good as downloading the video itself?,Is it possible to still have a decent credit rating after chapter 7?,Est-il possible d'avoir encore une cote de crédit décente après le chapitre 7?,0
966,How do I know if my spouse is my soulmate?,How can I know that he is my soulmate?,Comment puis-je savoir qu'il est mon âme soeur?,1
967,How do I get to be a people person?,How should I be a people person?,Comment devrais-je être une personne?,1
968,How does a long distance relationship work?,Do long distance relationships work?,Les relations à distance fonctionnent-elles?,1
969,HOw do I speak Fluent English?,How can I understand english?,Comment puis-je comprendre l'anglais?,1
970,"Considering your position as Secretary of State gave you insight into the US's drone program, what will you do to reform the targeting process?",What was your biggest challenge as Secretary of State?,Quel a été votre plus grand défi en tant que secrétaire d’État?,0
971,What exactly is MIKE2.0 (in layman's terms)?,"What exactly is a framework, in layman's terms?","Quel est exactement un cadre, en termes simples?",0
972,Why don't buffalo and the like evolve to band together against lions and cheetahs instead of run away?,Does okha express provide food?,L'okha express fournit-il de la nourriture?,0
973,Where can I find a hacker for good cause?,Where can I find a good hacker?,Où puis-je trouver un bon pirate?,1
974,How can I change my snapdeal account's mobile number?,How do I change the registered mobile number for the DBS bank account?,Comment modifier le numéro de portable enregistré pour le compte bancaire DBS?,0
